ID|#60878025|#10026541|#
Source|#WALMART_STORES|#WALMART_DOTCOM|#
Title|#PCKT DENIM SHIRT|#Signature by Levi Strauss & Co. - Men's Button-Down Denim Shirt|#
pd_title|#[PCKT DENIM SHIRT]|#[Signature by Levi Strauss & Co. - Men's Button-Down Denim Shirt]|#
req_brand_name|#[LEVI STRAUSS SIGNATU]|#null|#
req_description|#[DOT.COM DEPT.23, ONLINE ONLY, PCKT DENIM SHIRT, LEVI REG DENIM SHIRT]|#[Cotton. Machine wash; tumble dry. Imported, <DL> <LI> Cotton denim<LI> Button front<LI> 2 chest pockets; left pocket has pencil slot<LI> Long sleeves with buttoned, banded cuffs<LI> Shirttail hem </DL>]|#
req_category|#[MENS APPAREL, DOTCOM (D23), MISCELLANEOUS]|#[UNASSIGNED/UNASSIGNED SHELF, Other Shirts/Blouses/Polo Shirts/TÂ¿shirts, Apparel]|#
req_upc|#[5217804336]|#[0005217804336, 052178043365, 00052178043365]|#
normalized_upc_1|#null|#[00052178043365]|#
normalized_upc_2|#null|#[00521780433654, 00052178043365]|#
req_upc_10|#[5217804336]|#[5217804336, 0521780433]|#
req_upc_11|#[05217804336]|#[00521780433, 05217804336]|#
req_upc_12|#null|#[005217804336, 052178043365]|#
req_upc_13|#null|#[0005217804336, 0052178043365]|#
req_upc_14|#null|#[00005217804336, 00052178043365]|#
WALMART_DOTCOM BASE_ITEM_ID|#null|#[10026268]|#
WALMART_DOTCOM IS_HAZARD_MATERIAL|#null|#[N]|#
WALMART_DOTCOM ITEM_SHIP_CLASS|#null|#[0]|#
WALMART_DOTCOM VENDOR_ITEM_NUM|#null|#[906620006]|#
WALMART_DOTCOM AEROSOL_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM CHAR_PRIMARY_CATEGORY_PATH|#null|#[UNASSIGNED/UNASSIGNED SHELF]|#
WALMART_DOTCOM WALMART_CANONICAL_URL|#null|#[/ip/Signature-by-Levi-Strauss-Co.-Men-s-Button-Down-Denim-Shirt/10026541]|#
WALMART_DOTCOM PARTNER_ORIGINAL_BASE_UPC|#null|#[0005217804313]|#
WALMART_DOTCOM VENDOR_PACK_QTY|#null|#[6]|#
WALMART_DOTCOM RPPC_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM GTIN|#null|#[00052178043365]|#
WALMART_DOTCOM SHELF_DESCRIPTION|#null|#[&nbsp;]|#
WALMART_DOTCOM REPT_HIER_SUB_CAT|#null|#[5404]|#
WALMART_DOTCOM RUNOUT_OVERRIDE_FLAG|#null|#[Y]|#
WALMART_DOTCOM IS_CONTENT_OK|#null|#[N]|#
WALMART_DOTCOM PRIMARY_CATEGORY_PATH|#null|#[0:-100:-102]|#
WALMART_DOTCOM REPT_HIER_DEPT|#null|#[8737]|#
WALMART_DOTCOM FUEL_RESTRICTION_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM CHEMICAL_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM URL|#null|#[N]|#
WALMART_DOTCOM Size|#null|#[XL]|#
WALMART_DOTCOM UPC|#null|#[0005217804336]|#
WALMART_DOTCOM DISPLAY_GROUP_NAME|#null|#[Men's Clothes]|#
WALMART_DOTCOM Finer Categorizations|#null|#[Other Shirts/Blouses/Polo Shirts/TÂ¿shirts]|#
WALMART_DOTCOM PESTICIDE_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM DISPLAY_GROUP_TYPE|#null|#[IDG]|#
WALMART_DOTCOM REPT_HIER_CAT|#null|#[4598]|#
WALMART_DOTCOM ITEM_CLASS_NAME|#null|#[Apparel]|#
WALMART_DOTCOM NON_SPILLABLE_BATTERY_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM INBOUND_ITEM_CLASS|#null|#[C]|#
WALMART_DOTCOM ORMD|#null|#[N]|#
WALMART_DOTCOM Color|#null|#[Light Stonewash]|#
WALMART_DOTCOM HAS_WARRANTY|#null|#[N]|#
WALMART_DOTCOM SHORT_DESCRIPTION|#null|#[<DL> <LI> Cotton denim<LI> Button front<LI> 2 chest pockets; left pocket has pencil slot<LI> Long sleeves with buttoned, banded cuffs<LI> Shirttail hem </DL>]|#
WALMART_DOTCOM LONG_DESCRIPTION|#null|#[Cotton. Machine wash; tumble dry. Imported]|#
WALMART_DOTCOM WM_HOST_DESCRIPTION|#null|#[Men's LS Single Pocket Denim Shirt]|#
WALMART_DOTCOM WM_ITEM_NUM|#null|#[002357908]|#
WALMART_DOTCOM ITEM_NAME|#null|#[Signature by Levi Strauss & Co. - Men's Button-Down Denim Shirt]|#
WALMART_DOTCOM DISPLAY_STATUS|#null|#[-99]|#
WALMART_DOTCOM IS_PERISHABLE|#null|#[N]|#
WALMART_DOTCOM PHOTOGRAPHY_INSTRUCTIONS|#null|#[N]|#
WALMART_DOTCOM STANDARD_UPC|#null|#[052178043365]|#
WALMART_DOTCOM IS_BASE_ITEM|#null|#[N]|#
WALMART_DOTCOM MIN_QTY|#null|#[1]|#
WALMART_STORES mdse_subgroup_desc|#[MENS APPAREL]|#null|#
WALMART_STORES dept_subcatg_desc|#[DOTCOM (D23)]|#null|#
WALMART_STORES item_cube_qty|#[0.104]|#null|#
WALMART_STORES product_desc|#[DOT.COM DEPT.23]|#null|#
WALMART_STORES vnpk_cube_qty|#[0.104]|#null|#
WALMART_STORES mdse_segment_desc|#[APPAREL]|#null|#
WALMART_STORES item_length_qty|#[15.0]|#null|#
WALMART_STORES item_weight_qty|#[1.0]|#null|#
WALMART_STORES dept_catg_grp_desc|#[DOTCOM (D23)]|#null|#
WALMART_STORES upc_desc|#[DENIM SHIRT]|#null|#
WALMART_STORES whpk_length_qty|#[15.0]|#null|#
WALMART_STORES brand_name|#[LEVI STRAUSS SIGNATU]|#null|#
WALMART_STORES vnpk_height_qty|#[1.0]|#null|#
WALMART_STORES vnpk_width_qty|#[12.0]|#null|#
WALMART_STORES whpk_height_qty|#[1.0]|#null|#
WALMART_STORES item1_desc|#[PCKT DENIM SHIRT]|#null|#
WALMART_STORES vnpk_cost_amt|#[48.0]|#null|#
WALMART_STORES mdse_subcatg_desc|#[Misc Depts]|#null|#
WALMART_STORES case_upc_nbr|#[1005217804336]|#null|#
WALMART_STORES consumer_item_desc|#[LEVI REG DENIM SHIRT]|#null|#
WALMART_STORES vnpk_length_qty|#[15.0]|#null|#
WALMART_STORES vendor_name|#[LEVI STRAUSS & CO]|#null|#
WALMART_STORES vendor_nbr|#[737873]|#null|#
WALMART_STORES dept_category_desc|#[DOTCOM (D23)]|#null|#
WALMART_STORES item_height_qty|#[1.0]|#null|#
WALMART_STORES brand_owner_name|#[LEVI STRAUSS SIGNATU]|#null|#
WALMART_STORES vnpk_weight_qty|#[1.0]|#null|#
WALMART_STORES brand_family_name|#[LEVI STRAUSS SIGNATU]|#null|#
WALMART_STORES upc_nbr|#[5217804336]|#null|#
WALMART_STORES product_nbr|#[7450855]|#null|#
WALMART_STORES season_year|#[2008]|#null|#
WALMART_STORES mdse_catg_desc|#[MISCELLANEOUS]|#null|#
WALMART_STORES item_width_qty|#[12.0]|#null|#
WALMART_STORES fineline_desc|#[Online Only]|#null|#
WALMART_STORES item2_desc|#[ONLINE ONLY]|#null|#

ID|#60818759|#10037902|#
Source|#WALMART_STORES|#WALMART_DOTCOM|#
Title|#W NB DAISIE BRN FLR|#No Boundaries - Women's Flower Slip-On Canvas Sneakers|#
pd_title|#[W NB DAISIE BRN FLR]|#[No Boundaries - Women's Flower Slip-On Canvas Sneakers]|#
req_brand_name|#[NO BOUNDARIES]|#null|#
req_description|#[W NB DAISIE BRN FLR, ONLINE ARCHIVE, DOT.COM DEPT.25]|#[&nbsp;]|#
req_category|#[REGIONAL/SPARE SC/FL, SHOES, REGIONAL, SHOES REGIONAL]|#[Apparel/Shoes/Women's Shoes/Women's Shoes, Casual Shoes, Apparel]|#
req_upc|#[489702471071]|#[0489702471072, 04897024710727, 897024710727]|#
normalized_upc_1|#[00489702471071]|#[04897024710727]|#
normalized_upc_2|#[04897024710710]|#[04897024710727, 08970247107270]|#
req_upc_11|#[48970247107]|#[89702471072, 48970247107]|#
req_upc_12|#[489702471071]|#[897024710727, 489702471072]|#
req_upc_13|#[0489702471071]|#[0489702471072, 4897024710727, 0897024710727]|#
req_upc_14|#[00489702471071]|#[00489702471072, 00897024710727, 04897024710727]|#
WALMART_DOTCOM BASE_ITEM_ID|#null|#[10037841]|#
WALMART_DOTCOM IS_HAZARD_MATERIAL|#null|#[N]|#
WALMART_DOTCOM ITEM_SHIP_CLASS|#null|#[0]|#
WALMART_DOTCOM VENDOR_ITEM_NUM|#null|#[TCJ-2800]|#
WALMART_DOTCOM AEROSOL_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM CHAR_PRIMARY_CATEGORY_PATH|#null|#[Apparel/Shoes/Women's Shoes/Women's Shoes]|#
WALMART_DOTCOM WALMART_CANONICAL_URL|#null|#[/ip/No-Boundaries-Women-s-Plaid-Slip-On-Canvas-Sneakers/10037902]|#
WALMART_DOTCOM CPSC Regulated Indicator|#null|#[No]|#
WALMART_DOTCOM PARTNER_ORIGINAL_BASE_UPC|#null|#[0489702471070]|#
WALMART_DOTCOM VENDOR_PACK_QTY|#null|#[6]|#
WALMART_DOTCOM RPPC_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM GTIN|#null|#[04897024710727]|#
WALMART_DOTCOM REPT_HIER_SUB_CAT|#null|#[9178]|#
WALMART_DOTCOM RUNOUT_OVERRIDE_FLAG|#null|#[Y]|#
WALMART_DOTCOM IS_CONTENT_OK|#null|#[N]|#
WALMART_DOTCOM PRIMARY_CATEGORY_PATH|#null|#[0:5438:1045804:1045806:163925]|#
WALMART_DOTCOM REPT_HIER_DEPT|#null|#[8738]|#
WALMART_DOTCOM FUEL_RESTRICTION_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM CHEMICAL_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM URL|#null|#[N]|#
WALMART_DOTCOM Size|#null|#[8]|#
WALMART_DOTCOM UPC|#null|#[0489702471072]|#
WALMART_DOTCOM DISPLAY_GROUP_NAME|#null|#[Shoes]|#
WALMART_DOTCOM Finer Categorizations|#null|#[Casual Shoes]|#
WALMART_DOTCOM PESTICIDE_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM REPT_HIER_CAT|#null|#[4629]|#
WALMART_DOTCOM DISPLAY_GROUP_TYPE|#null|#[IDG]|#
WALMART_DOTCOM ITEM_CLASS_NAME|#null|#[Apparel]|#
WALMART_DOTCOM NON_SPILLABLE_BATTERY_IND_FLAG|#null|#[N]|#
WALMART_DOTCOM INBOUND_ITEM_CLASS|#null|#[C]|#
WALMART_DOTCOM ORMD|#null|#[N]|#
WALMART_DOTCOM Color|#null|#[Brown Flower]|#
WALMART_DOTCOM Composite Wood|#null|#[1]|#
WALMART_DOTCOM Multi Pack Indicator|#null|#[No]|#
WALMART_DOTCOM HAS_WARRANTY|#null|#[N]|#
WALMART_DOTCOM LONG_DESCRIPTION|#null|#[&nbsp;]|#
WALMART_DOTCOM WM_ITEM_NUM|#null|#[002568395]|#
WALMART_DOTCOM ITEM_NAME|#null|#[No Boundaries - Women's Flower Slip-On Canvas Sneakers]|#
WALMART_DOTCOM WM_HOST_DESCRIPTION|#null|#[W NB DAISIE BRN FLR]|#
WALMART_DOTCOM DISPLAY_STATUS|#null|#[1]|#
WALMART_DOTCOM IS_PERISHABLE|#null|#[N]|#
WALMART_DOTCOM PHOTOGRAPHY_INSTRUCTIONS|#null|#[N]|#
WALMART_DOTCOM STANDARD_UPC|#null|#[897024710727]|#
WALMART_DOTCOM IS_BASE_ITEM|#null|#[N]|#
WALMART_DOTCOM MIN_QTY|#null|#[1]|#
WALMART_STORES mdse_subgroup_desc|#[SHOES]|#null|#
WALMART_STORES dept_subcatg_desc|#[REGIONAL/SPARE SC/FL]|#null|#
WALMART_STORES product_desc|#[DOT.COM DEPT.25]|#null|#
WALMART_STORES vnpk_cube_qty|#[0.958]|#null|#
WALMART_STORES mdse_segment_desc|#[APPAREL]|#null|#
WALMART_STORES dept_catg_grp_desc|#[MISC AL PR HI]|#null|#
WALMART_STORES upc_desc|#[SHOE]|#null|#
WALMART_STORES whpk_length_qty|#[15.748]|#null|#
WALMART_STORES brand_name|#[NO BOUNDARIES]|#null|#
WALMART_STORES vnpk_height_qty|#[11.614]|#null|#
WALMART_STORES vnpk_width_qty|#[9.055]|#null|#
WALMART_STORES whpk_height_qty|#[11.614]|#null|#
WALMART_STORES item1_desc|#[W NB DAISIE BRN FLR]|#null|#
WALMART_STORES vnpk_cost_amt|#[27.3864]|#null|#
WALMART_STORES mdse_subcatg_desc|#[Regional/Spare SC/FL]|#null|#
WALMART_STORES case_upc_nbr|#[2568388]|#null|#
WALMART_STORES gp_supplier_name|#[CHT COMPANY LTD]|#null|#
WALMART_STORES consumer_item_desc|#[W NB DAISIE BRN FLR]|#null|#
WALMART_STORES vnpk_length_qty|#[15.748]|#null|#
WALMART_STORES vendor_name|#[IMPORT-CHT COMPANY LTD]|#null|#
WALMART_STORES dept_category_desc|#[REGIONAL]|#null|#
WALMART_STORES vendor_nbr|#[6539]|#null|#
WALMART_STORES vnpk_weight_qty|#[7.2752]|#null|#
WALMART_STORES brand_owner_name|#[WALMART PRIVATE LABEL]|#null|#
WALMART_STORES brand_family_name|#[NO BOUNDARIES]|#null|#
WALMART_STORES upc_nbr|#[489702471071]|#null|#
WALMART_STORES product_nbr|#[7450857]|#null|#
WALMART_STORES mdse_catg_desc|#[SHOES REGIONAL]|#null|#
WALMART_STORES season_year|#[2008]|#null|#
WALMART_STORES gp_supplier_id|#[25042018]|#null|#
WALMART_STORES fineline_desc|#[DO NOT USE]|#null|#
WALMART_STORES item2_desc|#[ONLINE ARCHIVE]|#null|#

ID|#10037926|#60879611|#
Source|#WALMART_DOTCOM|#WALMART_STORES|#
Title|#No Boundaries - Women's Maisie Bronze Mary Janes|#W NB MAISIE BRONZE|#
pd_title|#[No Boundaries - Women's Maisie Bronze Mary Janes]|#[W NB MAISIE BRONZE]|#
req_brand_name|#null|#[NO BOUNDARIES]|#
req_description|#[&nbsp;]|#[W NB MAISIE BRONZE, ONLINE ARCHIVE, DOT.COM DEPT.25]|#
req_category|#[Dress Shoes, Casual Shoes, Apparel/ARCHIVE/Other Apparel, Apparel, Other Shoes]|#[REGIONAL/SPARE SC/FL, SHOES, REGIONAL, SHOES REGIONAL]|#
req_upc|#[681131165686, 00681131165686, 0068113116568]|#[68113116568]|#
normalized_upc_1|#[00068113116568, 00681131165686]|#null|#
normalized_upc_2|#[06811311656862, 00681131165686]|#[00681131165686]|#
req_upc_10|#[6811311656]|#null|#
req_upc_11|#[68113116568, 06811311656]|#[68113116568]|#
req_upc_12|#[068113116568, 681131165686]|#null|#
req_upc_13|#[0681131165686, 0068113116568]|#null|#
req_upc_14|#[00068113116568, 00681131165686]|#null|#
WALMART_DOTCOM BASE_ITEM_ID|#[10037844]|#null|#
WALMART_DOTCOM IS_HAZARD_MATERIAL|#[N]|#null|#
WALMART_DOTCOM ITEM_SHIP_CLASS|#[0]|#null|#
