552,90132241
580,202812620
4696,90049928
5644,203023505
6284,202812567
6493,203017999
6726,203111433
6742,202845629
7195,90105458
7783,202900227
7936,90104307
8060,90105056
8552,90138609
9071,203024998
9312,90114398
9314,90138520
9355,203151776
9546,208294904
9646,203111113
10101,90106172
10102,90106210
10640,203024425
11338,90140166
11801,206722262
13155,90109367
13202,10379358
13213,203025617
13580,90125772
13581,90125786
13700,90111702
13701,90108521
13945,207544306
13954,90128649
13996,203025174
14033,90105156
14061,203025423
14070,203162678
14563,202870448
14715,203021705
15046,209297200
15452,90136420
16000,208226457
16003,208226458
16112,202900041
16309,203022472
16329,210521578
16394,203111424
16668,90148258
16669,90140203
16741,201959840
16758,90137168
16765,204569335
16774,90139860
16877,202434158
17067,90140498
17094,203151930
17187,202041204
17191,202041195
17220,90141074
17372,10363243
17417,90120953
17479,90145972
17596,90139261
17653,10382243
17872,90145561
17873,90145584
17906,204274644
18040,203151779
18087,203150909
18202,203347464
18441,209002546
18516,202045875
18524,90145909
18564,208715747
18567,208456203
18837,203155653
18960,202067544
18970,202045862
19112,90148541
19132,202778315
19141,90145586
19204,203389382
19358,90144996
19604,203025446
19628,202778257
19631,202812646
19672,203088013
19676,90145560
20447,90128026
20448,10377226
20450,201692660
20453,201692677
20454,201692648
20458,201953021
20459,201953025
20461,201692679
20466,201692695
20532,90105654
20534,203022202
21047,10373002
21175,10412788
21182,202486964
21267,203087865
21268,203086405
21297,202070149
21554,206460121
21875,201700823
21989,204274645
22042,202238311
22100,201953026
22101,201953039
22187,204587803
22212,90131741
22242,203198950
22306,202291459
22382,90131941
22558,10412590
22727,202619749
22729,202473822
22798,202143942
22940,203472622
23006,204787746
23097,202515446
23246,90146847
23296,201647442
23325,204787744
23347,50012453
23349,50009858
23350,50012447
23519,208456185
23537,203069939
23635,202900002
23651,202784323
23658,203065730
23686,10333848
23837,202635467
23864,204636071
23965,203322272
24034,50017228
24153,208715855
24316,204569292
24346,208972043
24368,202899996
24386,203340101
24402,203897877
24493,202900030
24571,202537967
24572,202537969
24615,203340555
24648,203491687
24693,203087681
24789,203017911
24825,202900025
24921,203340806
24937,203324914
25036,202502745
25111,203017912
25113,207910387
25136,203087638
25167,203324800
25262,10315184
25291,203308084
25318,202049393
25364,203201060
25388,90145568
25413,90049795
25532,208280406
25550,202827713
25670,203389465
25732,203341506
25749,202827715
25776,90114631
25788,203396327
25797,204416098
25813,202973389
25814,202973396
25829,202827684
25855,205986339
25857,202870177
25858,202870184
25902,202479411
25905,202479418
25950,202870170
25990,203915639
26059,203870569
26082,204274660
26117,204587909
26137,204272122
26241,208456199
26310,203459314
26346,202537962
26350,202537952
26444,203407045
26445,203407043
26461,200924629
26525,203921172
26563,202125720
26615,203329569
26617,201692705
26622,203201062
26695,202479417
26805,203900180
26861,203388612
26891,202870174
26929,203651765
26930,203920144
27091,203136113
27103,202985803
27137,204049780
27182,206481908
27186,204292477
27188,204292472
27194,204318283
27197,204318288
27248,10246269
27364,204791586
27391,204791643
27407,203930685
27479,10351869
27501,203928709
27589,204264643
27719,203379237
27729,203379250
27739,204644752
27771,202592070
27778,205844282
27779,205844283
27783,202293522
27789,204292470
27793,204292473
27810,204563770
27840,203379249
27853,202985798
27857,204035273
27920,206725724
27964,203136103
27965,203136102
27975,10360978
27985,204740191
28020,204734549
28033,204448530
28059,205592435
28067,203922244
28137,204254634
28138,204327516
28148,203131413
28149,203131412
28175,204318286
28180,202916534
28190,208464837
28205,204419878
28225,205592439
28256,204563763
28272,206160056
28304,203405814
28340,208456215
28350,204206935
28366,204254738
28397,203087319
28433,203142438
28500,203445749
28554,204443417
28650,203131635
28951,206722263
28963,202106724
28971,204679144
28978,204519849
28979,204559213
28980,204559211
28981,204559214
28982,204559208
29007,204792885
29008,204792886
29029,204679142
29032,205145879
29072,208456130
29099,204222472
29133,206887553
29228,204793090
29231,204206936
29238,204206937
29272,203900792
29273,202070807
29304,206901618
29338,202143947
29339,203888987
29392,204295637
29464,204793355
29493,204549804
29574,204559209
29612,205106045
29677,204884519
29758,201953029
29806,202755491
29816,208455891
29820,202882380
29823,204792884
29825,205664966
29827,205664963
29829,205664964
29861,204792876
29865,205664972
29866,205664973
29880,206728281
29892,208715736
29902,205665803
29906,202139744
29933,202139765
29950,204559210
30058,209028436
30093,205467942
30134,206362873
30158,204937142
30159,208033486
30196,205593367
30197,205593354
30203,208156275
30206,204222662
30219,207910337
30338,206460113
30343,205121310
30355,206460124
30389,202813304
30436,204505951
30453,207390309
30457,207390171
30533,205729817
30575,209297205
30585,204206934
30590,90138537
30591,204849801
30593,204860316
30594,204939361
30602,208111280
30603,208111279
30680,207390502
30708,205083947
30734,207907430
30808,204345240
30841,205554287
30867,205554724
30939,205557540
30951,205599984
30955,205852387
30957,202046565
30962,205599985
31014,205777541
31020,205835447
31030,205557530
31032,210251970
31176,205844279
31273,203086857
31284,204049534
31332,205761272
31337,203884610
31373,208455791
31374,208455792
31392,205753566
31397,202870172
31414,204222915
31596,204587971
31635,206460118
31813,207533462
31830,205557539
31836,205844265
31881,203514371
31887,206639246
31924,206356232
31954,206356233
31956,206356229
31970,206419131
31992,203952966
32005,202899998
32017,202916547
32022,204363358
32027,210461432
32033,204465488
32034,10333368
32054,206901619
32055,210206538
32059,205131849
32112,206356230
32150,207390506
32187,209896109
32193,205809367
32226,205985716
32228,205985718
32279,205985717
32280,205985719
32314,207509842
32315,205083968
32322,203405815
32323,204222207
32340,205761530
32358,208295050
32384,202989028
32395,206745972
32405,203938179
32416,205664913
32431,202827677
32488,206179525
32493,203324970
32512,205466519
32546,202003159
32560,207540310
32561,207338879
32563,206615085
32579,10388980
32584,206179562
32625,201935171
32628,207554111
32630,207554111
32653,205888207
32664,209975310
32688,208033808
32744,204832843
32874,202870171
32875,202870173
32876,204053338
32877,204297424
32878,204219387
32880,205106048
32882,204563949
32889,208085178
32893,208085182
32906,203324965
32984,203934122
32986,206179521
32990,206812505
33021,203154818
33024,90049752
33026,204230770
33044,203514305
33045,203514304
33047,201692665
33053,10221960
33057,208033806
33081,208085180
33150,208105630
33157,207390654
33158,207338961
33159,206725196
33160,207390655
33161,207390656
33175,207542598
33177,207390617
33209,208653765
33219,205562000
33220,208653767
33263,208105573
33271,206808431
33272,209273200
33273,206808432
33275,206808430
33276,205865183
33277,206808445
33278,206808441
33279,206808440
33280,206808434
33298,206526266
33326,207390641
33327,208464828
33377,10346525
33382,207910214
33431,207390644
33437,207464919
33438,207390650
33439,207464920
33440,207464921
33443,207390652
33444,207667995
33452,207667994
33453,207876535
33455,208033955
33458,210401450
33464,210245837
33467,207542599
33471,208294727
33472,205777549
33476,208504178
33477,208154551
33478,208154550
33485,208792604
33488,208154765
33490,207502093
33493,206928744
33496,206928384
33498,206928390
33499,206725198
33508,206928380
33510,205516750
33522,207986293
33532,204071217
33536,206898357
33537,206898358
33562,207542597
33563,207388760
33564,208504179
33566,207388752
33569,207388757
33581,207388759
33582,207388758
33586,207338890
33591,207388754
33595,207388756
33600,207388755
33601,204558176
33612,207506250
33625,207506253
33630,207659194
33637,207391015
33638,207659192
33639,206928608
33640,206928606
33643,206928605
33645,206928607
33653,207391014
33662,205521002
33664,205520997
33668,206917817
33669,206917815
33670,206917814
33671,206917816
33690,207391431
33713,206812380
33717,206928604
33723,206356234
33726,207993409
33758,207910212
33763,208112356
33765,208455897
33767,208112357
33769,208504099
33784,207538225
33786,206854515
33788,207543197
33790,210252356
33801,207544265
33804,206575951
33831,207552185
33863,207391013
33864,207936135
33883,208177785
33908,208111903
33921,207925431
33922,207925432
33924,208111904
33931,207391017
33936,207391019
33938,208464825
33948,207391018
33950,208456233
33955,207391023
33962,207391022
33965,206780877
33966,205561996
33967,207391021
33971,207391020
33972,204556588
33985,208504045
33997,207390717
33998,208112354
33999,208112358
34000,207934192
34001,209297154
34002,208105467
34003,207637777
34004,207652055
34007,207660497
34009,207595882
34012,207642166
34016,208042911
34021,207652056
34031,207910213
34033,207390665
34036,207390682
34056,207643190
34065,207643194
34076,207959750
34089,207900175
34091,207686156
34092,210520736
34093,207660499
34095,207653548
34096,207642358
34102,205886768
34119,207514567
34125,205567912
34126,203166120
34127,203165922
34130,207900174
34135,207900170
34136,207900171
34150,207514563
34151,206854516
34153,207465587
34154,207390673
34156,208289997
34158,206895864
34165,206928452
34174,205817784
34218,208294712
34220,209869342
34227,210521551
34253,206887992
34256,206888001
34258,206888011
34260,207390507
34263,207897315
34266,207900180
34278,207934190
34280,207900177
34282,207514566
34286,207945552
34298,207543193
34300,207543192
34301,206615080
34303,207900179
34304,207927557
34309,208455893
34349,207660498
34361,207642497
34363,206892902
34370,207390706
34378,210402319
34379,208112355
34392,206362747
34393,206362748
34395,206362749
34401,208456262
34424,207390452
34442,208455894
34454,207390180
34465,209890796
34476,206888012
34490,207656388
34496,207978102
34548,207907555
34552,208504187
34553,204793356
34557,207907559
34559,207907557
34595,203199121
34609,207543190
34610,207543191
34624,207934191
34637,209934620
34638,209934621
34640,206120294
34648,207919773
34657,207938488
34659,208504191
34661,208294716
34662,208294722
34666,207876534
34697,206783262
34708,208186248
34719,207543188
34723,207666380
34724,207666382
34725,207666381
34727,207666379
34728,207534895
34747,203388440
34751,207543189
34754,207543198
34770,207959798
34791,204736197
34815,208033806
34824,207390710
34829,207682340
34831,207682339
34836,208653775
34848,208117930
34854,209297157
34858,208294698
34860,208114664
34864,208294717
34878,207895085
34880,207929461
34881,208294718
34883,208893644
34894,208504340
34895,208504345
34897,208504421
34899,207959814
34901,208294715
34904,208294927
34905,207514568
34926,208117932
34927,208117933
34928,208117931
34934,208117929
34937,208114670
34941,208504307
34944,208042977
34945,208114674
34946,208114672
34947,208114673
34948,208114675
34959,207383660
34960,208455896
34961,208114683
34962,208114681
34963,208114682
34966,207965387
34968,209297152
34969,208294720
34976,208504300
34981,208504339
34998,208079230
35010,208117938
35011,208117936
35012,207642355
35014,208117937
35018,207900343
35019,208117926
35022,208117925
35024,208156876
35031,208156878
35033,208156877
35034,208504369
35035,208156879
35044,208504370
35045,207986331
35052,207897840
35054,202784218
35060,207653535
35111,201701865
35153,206887905
35165,208117924
35175,208117922
35183,208117920
35185,208504304
35186,208117919
35190,208117918
35194,208504297
35201,208504318
35216,208294701
35218,207536225
35219,208504334
35226,209869989
35231,208114686
35237,207686035
35247,208504407
35276,208084021
35277,208085253
35282,207937987
35305,207637793
35306,207543196
35308,208270234
35309,208504378
35332,208504422
35334,208504396
35384,208289993
35388,208294724
35415,206827757
35431,207506251
35467,201699873
35475,208670546
35477,206359209
35485,206901613
35498,90144998
35519,208289950
35525,207543201
35530,210252184
35552,206928359
35591,208171946
35623,207514417
35662,207535170
35663,207536226
35666,208289990
35680,208156276
35693,208184892
35694,208184891
35738,208688474
35748,210435439
35800,208504190
35810,10326220
35843,207645242
35851,206462228
35853,208085175
35872,207937885
35877,204020411
35900,208190046
35903,205769439
35905,204238996
35925,205074375
35981,207539418
35983,206854534
35987,207464939
35990,204049431
36001,208504423
36020,202472204
36021,208226693
36022,208226697
36023,202451162
36027,203396159
36029,202785722
36033,202861078
36052,90142591
36053,90141687
36061,208791922
36077,207900176
36080,207900178
36083,206362623
36084,205664938
36097,208131008
36102,90139585
36117,206901652
36118,203142471
36123,208504432
36124,208504429
36127,210402579
36142,207907548
36143,207907552
36149,207907550
36151,207907558
36161,208171631
36168,208171630
36169,90145444
36172,207907535
36197,207925440
36207,10363070
36243,206678505
36249,208504437
36258,10376165
36260,10316920
36264,209000383
36270,208742932
36274,206870289
36286,208791921
36295,90128026
36299,208342524
36305,202899626
36308,209000385
36309,208409785
36345,204407682
36361,208226689
36364,208226700
36365,208226696
36367,208464207
36381,208226695
36383,208226699
36388,208226694
36430,208226690
36446,208226698
36450,209393872
36451,208237792
36452,209208655
36454,208237793
36456,208226692
36458,208237795
